name,2025-05-30,2025-05-31,2025-06-01,2025-06-02,2025-06-03,2025-06-04,2025-06-05,2025-06-06,2025-06-07,2025-06-08,2025-06-09,2025-06-10,2025-06-11,2025-06-12,2025-06-13,2025-06-14,2025-06-15,2025-06-16,2025-06-17,2025-06-18,2025-06-19,2025-06-23,2025-06-24,2025-06-25,2025-06-26,2025-06-27,2025-06-28,2025-06-29,2025-06-30,2025-07-01,2025-07-02,2025-07-03,2025-07-04,2025-07-05,2025-07-06,2025-07-07,2025-07-08,2025-07-09,2025-07-10,2025-07-11,2025-07-12,2025-07-13,2025-07-14,2025-07-15,2025-07-16,2025-07-24,2025-07-25,2025-07-26,2025-07-27,2025-07-28,2025-07-29,2025-07-30,2025-07-31,2025-08-01,2025-08-02,2025-08-03,2025-08-04,2025-08-05,2025-08-06,2025-08-07,2025-08-08,2025-08-09,2025-08-10,2025-08-11,2025-08-12,2025-08-13,2025-08-14,2025-08-15,2025-08-16,2025-08-17,2025-08-18,2025-08-19
SG2935,107074,107108.6,107161,107218.7,107269.3,107352.6,107501,107588,107642.7,107749.8,107817.1,107926.2,107989.5,108039,108105.3,108157.4,108181.1,108206.7,108348.9,108691,108705.5,109033.3,109071.7,109134.3,109196.1,109247.8,109299.5,109319,109330.6,109396.3,109448.7,109543.4,109667.3,109691,109721.6,109746,109797.9,110011.6,110202.1,110472.7,110575.1,110583.7,110606.3,110653.7,110716.6,111624.6,111733.8,111798.1,111851.1,112084.3,112097.9,112318.5,112380.1,112431.7,112522.7,112596.7,112820.3,112821.2,112825.3,112825.3,112843.5,113071.6,113100.9,113117.4,113183,113262.6,113338.2,113396.5,113451.5,113451.5,113506.6,113589.4
"SG2948 NEW",76505.3,76580.4,76580.4,76580.4,76731.8,76881.1,77031.1,77181.2,77345.1,77345.1,77345.1,77494.7,77643.4,77793.1,77944.5,78096.9,78096.9,78099.1,78247.5,78395.9,78553.8,78950.9,79029.5,79194.5,79344,79494,79643.9,79651.6,79654,79804.3,79953,80110.1,80282.9,80282.9,80282.9,80282.9,80459.2,80628.5,80776.8,80932.9,81085.7,81085.7,81088.1,81236.5,81416.8,82467.2,82643.1,82740.1,82740.1,82740.1,82910.6,83088.3,83256.7,83425.4,83595.5,83595.5,83599.4,83768.2,83932,84074.5,84217.7,84364.3,84364.3,84364.3,84539.9,84652.5,84770.2,84940,85111.2,85261.2,85265.5,85433.8
SG4239,18546.4,18562.7,18562.7,18562.7,18596.2,18611.8,18616.8,18616.8,18621.7,18636.5,18636.5,18658.3,18658.3,18670.4,18670.4,18670.4,18670.4,18670.4,18670.4,18670.4,18670.7,18670.7,18670.7,18670.7,18670.7,18670.7,18670.7,18670.7,18670.7,18670.7,18670.7,18670.7,18670.7,18670.7,18670.7,18670.7,18670.7,18670.7,18670.7,18670.7,18670.7,18670.7,18670.7,18670.7,18670.7,18696.4,18699.3,18702.6,18702.6,18702.6,18712.5,18714.5,18720.2,18721.3,18724.9,18724.9,18724.9,18735.5,18735.5,18746,18749,18749.7,18749.7,18749.7,18749.7,18752.3,18755.6,18768.3,18768.3,18768.3,18768.3,18768.3
SG4241,2799.3,2810.4,2821.7,2821.7,2821.7,2840.1,2870.9,2883.2,2913.2,2913.2,2913.2,2931.6,2943.4,2960.8,2974.3,2989.3,2989.3,2989.3,3009.7,3009.7,3009.7,3037.6,3047.8,3058.5,3070.3,3096.7,3108,3108,3108,3125.3,3135.4,3146.4,3154.9,3154.9,3154.9,3154.9,3164.2,3173.4,3195.8,3205.7,3295.6,3295.6,3295.6,3307.4,3346.5,3508.8,3547.4,3547.4,3547.4,3547.4,3589.4,3596.1,3609.9,3624.1,3673.7,3702.9,3702.9,3751.2,3775.6,3804.6,3804.6,3804.6,3804.6,3804.6,3832.4,3859.3,3882.5,3905.9,3933.8,3991.8,3991.8,4013.6
SG4459,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9,99945.9
SG2948,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1,20866.1
SG4555,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8,67097.8
SG1431,123142.4,123151.1,123151.1,123151.1,123169.7,123177.2,123186.5,123197.1,123202.1,123202.1,123202.1,123215.7,123223.8,123223.8,123235.6,123235.6,123235.6,123235.6,123263.6,123277.9,123376.7,123530.1,123586.1,123658.1,123735.8,123891.2,124008.6,124008.6,124008.6,124008.6,124116.7,124241.6,124241.6,124241.6,124241.6,124241.6,124280.8,124280.8,124364,124364,124420.6,124420.6,124420.6,124431.1,124438,124495.1,124515,124515.6,124515.6,124515.6,124521.9,124526.2,124528.7,124531.8,124533.7,124533.7,124533.7,124537.4,124543,124548.6,124557.9,124585.2,124585.2,124585.2,124612,124616.9,124625,124633.7,124639.9,124639.9,124639.9,124644.3
SG2899,68955,68955,68963.2,69164.5,69172.3,69178.4,69184.2,69188.5,69404.8,69404.8,69612.4,69700,69704.5,69711,69715.5,69926.7,69926.7,70126.3,70130.8,70137.9,70210.3,70700.4,70716.1,70731.8,70736.8,70743.2,70953.9,70953.9,71161.9,71169.1,71171.4,71381.6,71381.6,71381.6,71392.3,71594.9,71599.7,71602.4,71611.5,71616.2,71823.4,71823.4,72019.8,72077.9,72268.3,72696.4,72701.7,72902.1,72902.1,73194.6,73233.5,73270.6,73302.5,73348.1,73520,73520.2,73697.2,73727.5,73819.8,73865,73893,74066.1,74066.1,74243.1,74273.1,74303.4,74333,74393,74447.1,74543.4,74728,74757.2
SG2961,48138.5,48138.5,48138.5,48138.5,48409.4,48485,48538.1,48844.1,48844.1,48844.1,48844.9,49144.3,49217.9,49292.5,49596.5,49596.5,49596.5,49609.6,49862.1,50332.2,50339.5,50359.6,50359.6,50503.4,50581.7,50874.8,50886.1,50886.1,50886.1,50906.5,51256.3,51311,51579.5,51579.7,51579.8,51636.5,51860.6,52046.1,52323.5,52323.5,52323.5,52323.5,52323.5,52323.5,52323.5,52765,53054.4,53054.4,53054.4,53127.7,53330.2,53456.5,53546.7,53848.9,53848.9,53848.9,53848.9,53848.9,53848.9,53848.9,53848.9,53848.9,53848.9,53966.8,54162.3,54232.4,54303.7,54583.6,54583.7,54583.7,54645,54840.6
SG2934,81264.4,81276.5,81351.5,81377.5,81500.2,81731.8,81767.8,81792.1,82012.9,82024.9,82024.9,82237.4,82316.4,82341,82373.9,82648,82673.1,82833.3,82900.3,82924.9,82996.5,83562.5,83573.6,83618.9,83656.7,83685.6,83901.5,83922.6,84132.9,84186.6,84214.3,84234.3,84234.3,84234.3,84234.3,84234.3,84241.9,84269.9,84309.1,84318.6,84385,84806.2,85269.1,85319.1,85363.3,86507.3,86541.3,86853.2,86879.7,87104.6,87129.1,87176.4,87199.3,87228.7,87459.7,87459.7,87464.5,87560.4,87752.8,88010.2,88025.7,88246.9,88257.9,88257.9,88478,88482.5,88504.2,88545.9,88784.9,88784.9,89041.2,89092.9
SG2879,133689.7,133689.7,133689.7,133689.7,133755.1,133860.9,133940.4,134055.1,134122.1,134122.1,134122.1,134140.4,134183.7,134267.6,134375,134433.5,134433.5,134433.5,134450.2,134526,134526,134688.3,134688.3,134736.4,134795.9,134831.4,134886.1,134886.1,134886.1,134932.6,135009.5,135051.8,135081.5,135081.5,135081.5,135081.5,135155.9,135155.9,135228.5,135329.4,135363,135363,135363,135454.1,135524,135746,135799.3,135908.9,135908.9,135908.9,135935.4,135999.2,136079.3,136145.3,136256.5,136256.5,136256.5,136322.5,136399.9,136414.4,136414.4,136467.6,136467.6,136467.6,136539.7,136589.3,136618,136709.6,136727.7,136727.7,136727.7,136771.7
SG2970,13211.6,13211.6,13211.6,13211.6,13312.5,13392.8,13457.1,13525,13616.4,13616.4,13616.4,13746,13823.4,13896.4,13953.5,13995.7,13995.7,13995.7,14082.7,14176.4,14251.9,14487.4,14531.9,14641.8,14740.8,14808,14938.8,14938.8,14938.8,15045.5,15157,15271.2,15409.5,15409.5,15409.5,15409.5,15501.3,15594,15676.7,15753.7,15860.7,15860.7,15860.7,15959.8,16052.7,16667.5,16780.7,16885.2,16885.2,16885.2,16982.1,17079.2,17159.1,17261.7,17367.6,17367.6,17367.6,17435.8,17540.4,17630.6,17726.2,17871.8,17871.8,17871.8,17976.6,18055.6,18131,18192.7,18262.9,18262.9,18262.9,18352.7
SG2952,58530.5,58560,58604.1,58809.7,59041,59041,59041,59041,59079.7,59096.5,59113.5,59167.9,59243.5,59320.5,59384,59456.4,59475.3,59514.8,59576.2,59629.7,59742.1,60198.1,60225.6,60269.7,60270.2,60270.8,60321.8,60347.3,60550.4,60735.3,60772.2,60784.2,60784.2,60784.2,60784.2,60784.2,60804.7,60804.7,60845.8,60904,60982.6,61035.5,61119.6,61184.3,61239.1,61883.7,61931.7,61985.9,62146.4,62196.7,62264.3,62366.9,62495.8,62586.7,62586.7,62610.3,62866.1,62924.9,63143.2,63334.3,63398.3,63470.1,63487.1,63504.5,63558.5,63641.9,63892.5,64017.6,64202.3,64207.4,64218.3,64294.6
SG4323,17985,17985,17985,17985,18011.1,18022.9,18040.9,18050.9,18061.4,18061.4,18061.4,18078.8,18097.5,18114.3,18131,18147.8,18147.8,18147.8,18165.2,18182,18182,18190.7,18199.4,18216.2,18233.6,18251,18269,18269,18269,18286.4,18305,18322.4,18340.4,18340.4,18340.4,18340.4,18357.8,18375.9,18393.3,18410.7,18428.1,18428.1,18428.1,18445.4,18463.5,18607.6,18629.4,18637.5,18637.5,18637.5,18676.6,18719.5,18749.9,18749.9,18749.9,18749.9,18749.9,18804.6,18854.3,18902.2,18951.2,18982.3,18982.3,18982.3,18991.6,19001,19010.3,19015.9,19020.8,19020.8,19020.8,19069.3
SG2926,110529.1,110562.6,110562.6,110594.3,110665.2,110766.4,110849.2,110932.5,111026.2,111026.2,111035.6,111103.3,111116.7,111197.6,111205.9,111275.1,111275.1,111289.6,111382.1,111458.2,111458.2,111635.5,111681.8,111777.1,111870,111953,112040.5,112040.5,112056.4,112125.8,112208.1,112294.2,112359,112359,112359,112359,112359,112359,112359,112359,112386.2,112386.2,112386.2,112446.3,112547.1,113077.7,113174.8,113248.2,113248.2,113279.2,113352.2,113451,113532,113616.7,113675.7,113675.7,113690,113773.6,113875.5,113965.4,114046.7,114046.7,114046.7,114066.3,114135.3,114223.4,114307.8,114388.6,114460.4,114460.4,114476.3,114563.3
SG1321,235201.9,235201.9,235201.9,235201.9,235201.9,235201.9,235201.9,235201.9,235201.9,235201.9,235201.9,235201.9,235201.9,235201.9,235201.9,235201.9,235201.9,235201.9,235201.9,235201.9,235201.9,235201.9,235201.9,235201.9,235201.9,235201.9,235201.9,235201.9,235201.9,235221.6,235244.6,235244.9,235244.9,235244.9,235244.9,235244.9,235344.3,235363.9,235363.9,235363.9,235385.9,235385.9,235385.9,235385.9,235471.5,235471.8,235471.8,235471.8,235471.8,235471.8,235471.8,235471.8,235471.8,235471.8,235471.8,235471.8,235471.8,235471.8,235471.8,235471.8,235471.8,235483.9,235483.9,235483.9,235497.4,235497.4,235497.6,235497.6,235497.6,235497.6,235497.6,235497.6
SG2921,93492.2,93511,93511,93522,93578.7,93662.9,93714.8,93824.1,93862.5,93862.5,93869.6,93929.3,94000.1,94083.5,94148.1,94198.2,94198.2,94207.2,94278.6,94324.1,94339.6,94410.9,94455.6,94512.7,94579.5,94629.5,94696.6,94696.6,94716.5,94774.9,94841.1,94888.1,94888.1,94888.1,94888.1,94899.7,94995,95104.1,95162,95233.5,95282.7,95282.7,95295.2,95374.3,95434.8,95593,95660.5,95738,95738,95750.6,95808.3,95880.6,95951.7,96017.6,96093.9,96093.9,96102.9,96183.5,96232.3,96295.8,96364.9,96405.9,96405.9,96420.9,96466.3,96573.2,96635.1,96688,96728.5,96728.5,96737.9,96793.5
SG4322,24407.5,24407.5,24407.5,24407.5,24429.3,24452.3,24473.4,24497,24518.1,24518.1,24518.1,24541.7,24563.5,24586.5,24608.2,24630.6,24630.6,24630.6,24658.6,24679.7,24679.7,24697.1,24697.1,24714.5,24732.5,24805.8,24828.2,24828.2,24828.2,24846.2,24871.1,24892.2,24892.2,24892.2,24892.2,24892.2,24916.4,24941.9,24959.9,25010.9,25063.7,25063.7,25063.7,25090.4,25116.5,25378.7,25403.6,25444,25444,25444,25456.4,25467,25480,25490.6,25500.5,25500.5,25500.5,25515.4,25525.4,25538.4,25549,25563.9,25563.9,25563.9,25576.9,25590,25602.4,25627.9,25640.9,25700,25700,25759.6
SG2917,90440.4,90487.8,90604.5,90626.5,90737.5,91120.2,91120.2,91214.5,91332.3,91434.4,91434.4,91561.4,91654,91770,91858,91951.7,92056.3,92089.5,92200.1,92368.7,92564.6,93061.5,93135,93187.6,93187.8,93187.8,93187.8,93243.8,93246.2,93410.8,93466.3,93515.3,93554.1,93554.1,93554.1,93554.1,93554.1,93645.4,93733.5,93823.5,93836.2,93836.2,93836.2,93926.8,94014.8,94790.4,94985.8,94985.8,95008.5,95088.2,95088.2,95088.2,95088.2,95148.6,95236.7,95259.5,95265.6,95417.2,95505.2,95593.3,95686.6,95686.6,95709.4,95744.3,95893.8,95993.8,96083.9,96180.5,96282.3,96309.5,96328.3,96447.4
SG4334,22550.3,22550.3,22550.3,22550.3,22556,22561.5,22567.5,22573,22579.2,22579.2,22579.2,22584.7,22590.8,22596.3,22601.9,22607.5,22607.5,22607.5,22613.1,22665.3,22665.3,22665.9,22665.9,22688.1,22710.7,22718.3,22744.8,22744.8,22744.8,22763.9,22778.9,22800.8,22816.4,22816.4,22816.4,22816.4,22825.5,22834.6,22844.4,22854.5,22865.1,22865.1,22865.1,22874.7,22891.9,22950.3,22957.6,22965.1,22965.1,22965.1,22985.2,23006.9,23027.9,23050.4,23124.7,23124.7,23124.7,23127.4,23130.3,23198.9,23220.3,23240.4,23240.4,23240.4,23270.7,23292.5,23314.2,23336,23357.5,23357.5,23357.5,23379
SG2830,149766.2,149788.2,149788.2,149788.3,149832.1,149871.4,149910.4,149953.5,149997.8,149997.8,150003.7,150041.8,150079.3,150117.2,150150.2,150207.1,150207.1,150207.1,150207.7,150251.9,150285.5,150380,150402.7,150444.6,150482.5,150520.5,150555.4,150555.4,150556.4,150596.6,150632.9,150685.4,150726.3,150726.3,150761.8,150763.6,150846.1,150891.9,150939.2,150940.3,150978.3,150978.3,150979.6,151032.6,151081.6,151364.9,151408.8,151452.7,151452.7,151455.6,151520.4,151571.8,151623.5,151714.9,151714.9,151714.9,151716.7,151763.5,151809.3,151852.3,151907.6,151950.6,151950.6,151950.6,151953.7,151995.4,152045.9,152088.2,152138,152138,152142.6,152184.7
SG4473,72138.8,72196.3,72198.9,72236.6,72236.6,72236.6,72295.4,72365.4,72405.3,72443.6,72494.1,72580,72699.8,72796.1,72859.7,72906.3,72951.8,73002.2,73063.6,73105.9,73150.2,73246.7,73284.5,73342.7,73378.2,73529.3,73555.2,73583.3,73644,73715.1,73775,73828.7,73892.8,73896.3,73943.8,73947.5,74004.3,74045.8,74081.3,74129,74199.5,74219.9,74227.9,74265.3,74292.7,74822.3,74934.8,74994.6,74999.3,75013.1,75062.8,75218.7,75260.7,75623.7,75623.7,75630.2,75676.4,75741.4,75766.3,75806.5,75846.3,75861.2,75861.2,75861.2,75861.2,75892.5,76033.4,76078.6,76172.1,76250.1,76289.3,76351.9
SG2938,106168.9,106390.4,106390.4,106642,106667.3,106689.3,106711.3,106736.3,106975.6,106975.6,107196.3,107256.9,107279,107301.2,107323.3,107565.3,107565.3,107786.2,107808.3,107830.2,107898.5,108457.3,108468.3,108490.9,108573.7,108601.2,108919.1,108919.1,109139.6,109165,109188,109212.6,109507.6,109507.6,109507.6,109741.1,109771.2,109795.5,109878.6,109918.4,110162.9,110162.9,110383.4,110421.4,110464.5,111682.1,111704.7,111943.8,111943.8,112164.2,112232.6,112351.5,112378.2,112489.3,112746.1,112746.1,112968.4,112993.7,113019.1,113041.6,113064.1,113301.6,113301.6,113526.5,113565.9,113688.3,113891.4,113933.7,114237.9,114237.9,114457.8,114547.8
SG4341,5940.8,5940.8,5946.4,5946.4,5953.1,5969.8,5976.2,5981.6,5981.6,5981.6,5981.6,5992.3,6002.7,6010.2,6015.8,6015.8,6015.8,6015.8,6025.7,6039.2,6039.2,6041.9,6044.7,6059.9,6077.6,6083.1,6083.1,6083.1,6083.1,6092.5,6130.3,6140.7,6140.7,6140.7,6140.7,6140.7,6160.2,6171.7,6186.5,6262.7,6262.7,6262.7,6262.7,6268.5,6279.6,6400.8,6410.4,6410.4,6410.4,6410.4,6413.7,6424.4,6427.5,6438,6438,6438,6438,6448.3,6456.9,6468.4,6468.4,6468.4,6468.4,6468.4,6473.7,6484.1,6489.7,6495.3,6495.3,6495.3,6495.3,6510.9
SG2930,55067.7,55067.7,55067.7,55067.7,55117.3,55137.8,55164,55264.6,55299.4,55299.4,55302.6,55404.4,55448.6,55490.2,55568.7,55608,55608,55615.6,55724.6,55755.1,55792.7,56324.2,56359.4,56493.5,56571.5,56667.4,56764,56764,56776.4,56822.7,56869.9,56929.1,56932.3,56932.3,56932.3,56932.3,56973.9,57015.4,57056.9,57076.6,57100.9,57100.9,57101.4,57178.4,57244.8,57577.3,57626.9,57655.2,57655.2,57655.2,57655.2,57655.2,57655.2,57655.2,57655.2,57655.2,57655.2,57655.2,57655.2,57655.2,57655.2,57655.2,57655.2,57655.2,57655.2,57655.2,57655.2,57655.2,57655.2,57655.2,57662.7,58127.2
SG2920,91473.5,91473.5,91473.5,91473.5,91502.7,91558.3,91588.2,91609.4,91609.4,91609.4,91609.4,91610.5,91646.9,91680.3,91680.3,91727.6,91727.6,91727.6,91753.6,91774.6,91774.6,91842.1,91852,91893.6,91920.5,91968.6,91996.3,91996.3,91996.3,92027.3,92053.8,92058.6,92058.6,92058.6,92058.6,92058.6,92063.5,92063.5,92066.9,92066.9,92159.6,92159.6,92244.1,92246.1,92277.4,92610,92640,92687.1,92687.1,92687.1,92720.6,92751,92782.3,92917.6,93022.7,93022.7,93053.9,93165.6,93287.2,93407.4,93556,93681.6,93681.6,93687.4,93857.2,93959,94092.2,94307.8,94398.2,94398.2,94407.3,94542.5
SG2001,131100,131146,131146,131177.8,131248.7,131342.6,131442.2,131587.1,131587.1,131587.1,131587.1,131587.1,131878.7,132080.9,132323.6,132511.7,132511.7,132516.7,132633.5,132801.7,132887.9,133325.8,133378.9,133528.2,133642.4,133835.7,134005.9,134005.9,134008.1,134183.7,134236.5,134417.5,134417.5,134417.5,134417.5,134422.4,134614.8,134788.5,134885.3,135001.1,135179.4,135179.4,135189.7,135378,135597.7,136122.7,136217,136267.2,136267.2,136269.9,136365.6,136483,136537.8,136588.4,136679.9,136679.9,136679.9,136790.2,136884.6,137024.1,137219.2,137219.2,137219.2,137219.2,137219.2,137219.2,137219.2,137219.2,137219.2,137219.2,137219.2,137466.5
SG4342,10537.7,10537.7,10537.7,10537.7,10553,10567.7,10578.1,10622.2,10629.6,10629.6,10629.6,10634.8,10639.1,10643.8,10652,10656.7,10656.7,10656.7,10661,10669.1,10669.1,10670.8,10673.5,10693.9,10706.4,10725.6,10748.8,10748.8,10748.8,10783.6,10819.2,10898.3,10917,10917,10917,10917,10926.8,10934.5,10944.4,10956,10964.7,10964.7,10964.7,10976.5,10986.2,11124.1,11146.3,11174.3,11174.3,11174.3,11184.5,11194.3,11203.4,11224.4,11245.5,11245.5,11245.5,11263.4,11272.8,11280,11290.6,11330,11330,11330,11350.3,11367.1,11374.5,11381.6,11396,11396,11396,11410.6
SG4310,33243.5,33246,33246,33246,33253.4,33260.2,33266.6,33272.9,33279.3,33279.3,33279.3,33285.9,33292.4,33298.8,33305.2,33311.6,33311.6,33311.6,33318.1,33324.4,33324.4,33327.7,33330.9,33337.6,33344,33350.4,33357,33357,33357,33364,33371.1,33371.3,33378.7,33378.7,33378.7,33378.7,33385.7,33408.8,33431.2,33454.5,33490.1,33490.1,33490.1,33510.4,33530.5,33597.1,33609.1,33619.8,33619.8,33619.8,33658.5,33703.4,33714.1,33725.1,33760.9,33760.9,33760.9,33795.8,33830.6,33865.7,33900.6,33936.6,33936.6,33936.6,33970.8,34004.8,34004.8,34004.8,34005.1,34005.1,34005.1,34009.6
SG0501,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6,9256.6
SG4344,13113.4,13113.4,13113.4,13113.4,13119.1,13124.1,13129.3,13134.5,13139.7,13139.7,13139.7,13145,13150.4,13155.6,13160.9,13166,13166,13166,13171.2,13176.4,13176.4,13178.9,13181.2,13186.2,13191.3,13196.4,13201.9,13201.9,13201.9,13207.3,13212.6,13217.8,13223.2,13223.2,13223.2,13223.2,13228.5,13233.4,13238.2,13243.2,13243.6,13243.6,13243.6,13243.6,13248.9,13265.1,13265.1,13265.1,13265.1,13265.1,13265.1,13265.1,13265.1,13265.1,13265.1,13265.1,13265.1,13265.1,13265.1,13265.1,13265.1,13265.1,13265.1,13265.1,13265.7,13265.7,13265.7,13265.7,13265.7,13265.7,13265.7,13265.7
SG2829,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2,89217.2
SG4470,93771.4,93771.4,93771.4,93771.4,93771.4,93771.4,93771.4,93771.4,93771.4,93771.4,93771.4,93771.4,93771.4,93771.4,93771.4,93771.4,93771.4,93771.4,93771.4,93771.6,93771.6,93771.6,93771.6,93771.6,93771.6,93771.6,93771.6,93771.6,93771.6,93771.6,93771.6,93771.6,93771.6,93771.6,93771.6,93771.6,93771.6,93771.6,93771.6,93771.6,93771.6,93771.6,93771.6,93771.6,93771.6,93773.3,93773.3,93773.3,93773.3,93773.3,93773.3,93773.3,93773.3,93773.3,93773.3,93773.3,93773.3,93773.3,93773.3,93773.3,93773.5,93773.5,93773.5,93773.5,93773.5,93773.5,93773.5,93773.5,93773.5,93773.5,93773.5,93773.5
SG4347,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501,8501
SG4462,65087,65087,65091.9,65133.2,65164.6,65209,65238,65288.4,65314.1,65314.1,65314.1,65353.3,65371,65417.4,65452.5,65487.2,65487.2,65512,65550.8,65588.3,65636.9,65706.4,65723.3,65770.7,65820.8,65858.7,65898.1,65898.1,65898.1,65941.6,65993.8,66041.9,66086,66114.4,66114.4,66117.1,66161.7,66196.4,66236.8,66283.7,66320.5,66320.5,66320.5,66360.9,66402.1,66721.7,66760.3,66794.9,66794.9,66794.9,66831.4,66881.1,66922.8,67015.9,67015.9,67015.9,67015.9,67061,67104.7,67175.1,67216.3,67263.1,67263.1,67274.5,67321.8,67365.8,67412.9,67445.8,67483.4,67582.7,67585.2,67585.2
SG2986,7788.3,7788.3,7788.3,7788.3,7830.5,7882.7,7935.6,7986.5,8044.9,8044.9,8044.9,8109.5,8161.1,8206.5,8258.7,8312.1,8312.1,8312.1,8358.1,8410.3,8450.7,8562.5,8587.4,8638.3,8700.5,8750.8,8811.1,8811.1,8811.1,8865.7,8924.2,8998.7,8998.7,8998.7,8998.7,8998.7,9055.9,9118,9166.5,9210,9258.5,9258.5,9258.5,9325.6,9375.3,9710.8,9767.4,9815.8,9815.8,9815.8,9815.8,9815.8,9815.8,9815.8,9815.8,9815.8,9818.3,9866.8,9922.1,9980.5,10028.3,10073.1,10117.2,10117.2,10178.7,10229,10283.7,10335.3,10393.1,10393.1,10393.7,10452.1
Sg0803,36022,36022,36022,36022,36022,36022,36047.3,36059.7,36071.9,36071.9,36071.9,36088.3,36088.3,36088.3,36107.6,36126.6,36126.6,36126.6,36149,36149,36149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG4319,13263.8,13263.8,13263.8,13263.8,13269.4,13275,13275,13275,13275,13275,13275,13275,13275,13309.2,13309.2,13309.2,13309.2,13309.2,13309.2,13309.2,13309.2,13332.8,13332.8,13332.8,13332.8,13349,13349,13349,13349,13349,13349,13349,13377.5,13377.5,13377.5,13377.5,13384.4,13390,13394.9,13398.7,13406.1,13406.1,13406.1,13406.1,13406.1,13447.1,13452.1,13459.6,13459.6,13459.6,13464.5,13470.1,13475.1,13485.7,13485.7,13485.7,13485.7,13490.6,13495,13501.8,13506.8,13515.5,13515.5,13515.5,13520.4,13527.3,13534.1,13541,13547.8,13547.8,13547.8,13552.8
